cpu_t0,memory_t0,disk_t0,temperature_t0,errors_t0,response_time_t0,network_t0,uptime_t0,processes_t0,threads_t0,cpu_t1,memory_t1,disk_t1,temperature_t1,errors_t1,response_time_t1,network_t1,uptime_t1,processes_t1,threads_t1,cpu_t2,memory_t2,disk_t2,temperature_t2,errors_t2,response_time_t2,network_t2,uptime_t2,processes_t2,threads_t2,cpu_t3,memory_t3,disk_t3,temperature_t3,errors_t3,response_time_t3,network_t3,uptime_t3,processes_t3,threads_t3,cpu_t4,memory_t4,disk_t4,temperature_t4,errors_t4,response_time_t4,network_t4,uptime_t4,processes_t4,threads_t4,cpu_t5,memory_t5,disk_t5,temperature_t5,errors_t5,response_time_t5,network_t5,uptime_t5,processes_t5,threads_t5,cpu_t6,memory_t6,disk_t6,temperature_t6,errors_t6,response_time_t6,network_t6,uptime_t6,processes_t6,threads_t6,cpu_t7,memory_t7,disk_t7,temperature_t7,errors_t7,response_time_t7,network_t7,uptime_t7,processes_t7,threads_t7,cpu_t8,memory_t8,disk_t8,temperature_t8,errors_t8,response_time_t8,network_t8,uptime_t8,processes_t8,threads_t8,cpu_t9,memory_t9,disk_t9,temperature_t9,errors_t9,response_time_t9,network_t9,uptime_t9,processes_t9,threads_t9,label
31.75,50.4,40.77,49.22,0.24,98.94,999.47,199.54,60.69,116.75,30.89,48.06,40.06,45.57,-2.02,97.92,998.43,198.79,58.85,119.83,28.83,50.95,43.22,45.23,4.5,101.06,1000.23,204.77,64.33,120.98,30.38,50.88,40.28,44.73,2.16,101.15,1001.38,200.56,61.54,119.28,31.75,49.33,40.23,42.66,1.2,97.65,1001.36,202.02,56.56,123.35,29.79,48.08,40.7,43.26,1.93,102.72,1001.57,200.08,61.09,119.97,28.37,49.88,42.79,46.26,0.67,99.48,999.53,199.35,59.81,121.29,31.45,49.8,42.45,46.27,-0.03,99.98,999.6,202.15,59.92,118.91,28.42,51.45,38.84,46.04,0.72,99.65,1000.55,199.76,58.43,117.97,30.53,50.69,42.34,43.86,-1.82,99.35,1005.14,199.71,63.1,120.11,0
32.47,51.53,40.09,40.77,1.06,100.41,1002.1,200.24,58.72,115.11,29.56,51.05,44.57,47.07,-1.8,100.83,1001.3,197.06,59.73,118.83,30.54,44.78,39.08,45.4,0.37,99.14,998.71,201.03,60.69,122.68,29.06,51.26,41.27,43.61,-0.1,98.77,999.92,199.19,56.56,118.77,29.44,52.31,35.58,44.08,1.62,100.59,994.86,198.99,56.11,119.18,30.76,46.29,39.58,42.89,-1.55,99.46,999.8,196.49,57.72,120.56,28.36,49.89,43.72,43.53,-0.34,100.45,998.94,198.43,59.91,120.12,26.62,50.68,41.9,47.47,1.25,101.56,1000.58,199.66,56.87,118.33,25.13,50.33,38.76,46.54,0.88,99.11,997.53,198.43,58.77,121.44,29.51,49.68,40.96,45.49,-0.23,101.75,999.9,196.78,62.08,125.78,0
28.45,48.4,39.44,44.38,0.37,101.52,997.36,201.23,61.0,119.55,29.08,51.45,40.61,45.96,0.78,99.97,997.74,199.34,61.79,121.31,31.51,48.81,41.77,47.63,-2.95,102.09,997.91,200.92,61.91,116.01,28.14,50.28,41.01,44.48,-0.04,102.26,1001.92,201.17,63.03,120.62,25.78,51.71,39.42,44.47,0.42,96.92,999.71,202.3,60.46,124.12,31.66,51.15,39.15,46.48,0.96,99.86,1001.5,198.49,59.62,118.74,29.7,48.64,35.87,45.58,-0.09,100.95,1000.83,200.56,56.23,122.99,29.14,50.0,35.19,44.05,0.77,94.15,1003.77,200.93,59.43,118.87,33.33,51.77,41.29,45.36,-2.01,98.54,998.14,197.95,62.73,121.26,28.19,51.53,39.84,49.72,-3.63,100.08,997.07,199.98,60.47,120.45,0
28.45,49.93,37.75,40.14,-2.44,101.29,997.76,199.17,59.12,120.52,30.93,50.93,39.74,42.69,-1.8,102.63,1001.52,201.73,59.34,118.09,29.78,49.98,41.09,44.38,4.58,95.01,1002.2,202.77,57.69,118.29,29.34,48.59,40.36,47.22,-0.76,98.65,996.88,197.54,63.28,123.46,27.06,51.69,38.23,45.58,-1.82,99.77,1001.41,200.47,61.49,119.47,30.2,50.24,37.66,44.9,-4.31,100.15,997.55,200.75,62.06,121.39,29.1,51.01,42.86,48.38,0.18,103.14,997.11,195.9,59.69,118.65,26.2,52.05,37.78,44.2,1.94,101.54,1005.81,200.62,59.28,122.02,32.42,46.06,41.15,42.28,-1.16,100.76,1000.88,200.6,60.31,123.98,33.11,45.53,39.29,49.72,-2.03,99.91,997.86,198.47,58.68,123.64,0
25.91,49.09,44.44,44.67,-1.21,99.77,999.02,199.0,59.03,120.79,29.63,52.16,41.02,42.37,-0.32,100.09,1002.25,203.06,61.63,119.73,29.78,52.08,35.5,42.91,-1.05,99.64,1000.41,199.43,59.62,117.69,32.15,47.51,40.17,44.92,3.24,100.7,997.06,201.84,61.76,121.88,33.17,48.27,40.69,47.65,-2.91,100.44,999.72,199.75,61.79,120.94,31.65,50.69,41.09,46.28,1.1,96.0,1000.84,201.98,56.47,118.17,31.33,46.28,40.81,45.99,2.35,100.42,999.36,196.26,59.47,120.4,27.49,47.9,39.45,44.56,-1.37,102.31,999.41,198.63,59.01,125.65,32.71,49.1,39.14,42.22,-1.24,99.14,1001.15,205.12,59.28,122.02,30.27,48.02,41.33,43.26,2.96,100.6,999.39,197.43,60.16,117.08,0
29.0,53.49,37.82,43.33,-1.67,99.48,1001.55,200.16,59.84,122.45,32.16,49.88,44.67,46.24,0.56,100.61,999.54,196.85,62.18,117.37,29.35,46.31,40.75,42.26,1.37,97.28,1001.02,201.26,60.27,116.77,30.42,51.56,41.58,43.12,-1.27,100.76,1001.09,203.76,58.12,120.08,31.42,51.75,39.24,45.01,-0.09,99.02,999.74,201.29,61.65,118.53,31.88,47.14,42.52,43.13,-2.15,99.99,998.39,198.76,61.02,122.15,29.84,48.78,39.61,43.29,2.71,97.29,998.0,204.2,61.57,120.24,30.3,50.08,41.09,47.71,1.31,100.52,997.76,202.18,56.74,121.21,30.65,50.23,41.25,48.28,-0.26,98.59,999.48,200.17,60.29,122.55,31.19,50.56,38.2,45.56,-2.77,98.51,998.17,199.56,62.05,120.06,0
28.59,44.85,41.75,44.92,0.52,99.96,999.4,198.75,59.65,120.72,31.74,49.88,38.93,48.38,-0.33,98.41,998.75,197.17,57.86,118.61,28.45,49.26,38.71,41.17,-2.48,100.47,995.99,200.22,56.13,118.55,27.18,51.58,43.22,45.91,-0.03,100.5,994.51,199.72,58.29,123.37,26.42,50.77,40.45,47.93,-2.52,101.5,998.05,199.38,62.04,118.17,28.45,49.95,38.04,45.52,-2.64,99.09,1000.38,202.22,60.66,125.18,31.13,50.78,38.77,45.68,-2.08,98.23,1000.57,200.54,61.99,118.24,29.52,48.7,36.99,47.72,-0.59,102.32,1006.03,202.73,56.43,116.11,29.01,51.0,40.83,43.43,-2.26,101.48,997.03,197.57,61.01,122.1,31.87,50.99,40.25,44.3,-3.92,97.82,998.34,196.18,60.96,119.41,0
34.03,50.97,39.22,44.55,1.23,104.82,999.05,199.86,58.23,122.18,31.54,51.56,41.78,43.38,1.04,102.09,996.64,198.94,58.98,123.02,31.74,53.7,40.25,40.87,1.07,101.59,1003.23,200.71,61.17,122.48,31.13,49.9,42.16,44.54,-1.27,97.49,997.83,199.2,62.99,121.07,31.93,49.01,40.29,43.59,-1.51,102.69,999.45,197.7,62.64,118.74,29.39,48.61,39.69,43.99,-0.98,95.5,1000.41,203.94,62.78,124.08,29.09,52.63,39.14,46.33,-0.33,102.65,1001.47,199.09,59.89,124.67,32.68,50.97,40.24,43.51,3.27,97.93,999.61,204.87,62.84,120.44,29.03,47.75,42.88,43.2,-0.92,100.09,999.7,198.22,61.67,117.64,30.53,51.03,39.66,42.8,-0.59,102.42,998.71,202.44,62.97,119.21,0
29.3,49.09,39.69,42.42,-3.3,102.06,998.48,199.03,60.52,119.93,28.22,51.31,36.83,46.61,0.93,99.24,999.98,202.04,59.73,120.8,31.82,54.04,42.29,44.48,-3.42,100.08,1002.31,199.58,61.66,124.24,30.3,48.74,42.02,40.35,0.18,99.57,1002.4,202.11,63.25,116.11,31.8,53.53,38.17,43.93,-0.67,103.02,1002.68,201.8,60.06,119.27,27.45,52.08,37.36,45.29,-1.48,97.16,997.23,200.83,61.72,120.69,31.17,48.78,39.32,44.66,1.94,101.42,1001.89,197.48,58.74,117.87,30.13,52.93,36.48,44.84,3.48,100.77,1001.59,199.45,56.05,123.98,30.46,49.79,44.63,46.24,-1.5,99.73,999.58,201.17,61.26,114.83,31.42,49.0,40.62,42.1,-1.15,99.19,998.02,198.14,62.32,117.26,0
31.25,50.09,42.14,45.99,-1.16,99.23,1002.17,198.98,64.32,122.98,31.73,53.35,42.06,42.88,-3.03,97.95,997.36,197.27,57.49,119.01,28.25,50.28,38.38,43.41,1.02,97.25,1000.72,199.21,59.29,117.93,27.2,49.04,39.77,45.88,2.76,104.25,997.69,200.54,59.12,121.33,27.1,46.64,38.32,45.05,0.2,101.26,999.44,196.57,61.59,119.84,30.22,46.38,40.79,47.08,-1.5,99.13,1000.26,199.13,60.69,119.55,30.49,51.76,41.78,44.56,0.8,100.88,997.1,199.14,59.76,122.14,30.33,52.33,40.37,43.95,0.98,99.31,998.58,202.83,59.09,122.82,31.28,50.02,40.06,45.46,1.17,96.54,1000.14,198.78,61.05,119.32,32.85,49.3,42.79,47.12,1.95,99.83,999.59,200.43,58.19,122.46,0
29.84,52.53,38.06,43.26,-2.02,98.33,999.07,197.79,58.1,121.89,35.89,49.74,38.7,42.94,-2.16,99.15,998.8,201.33,60.7,121.59,32.22,48.79,39.25,44.17,3.3,102.04,1000.64,201.45,63.3,118.04,28.59,50.51,42.91,44.71,1.0,101.0,1000.53,199.04,58.56,122.04,26.57,49.28,42.24,43.44,-0.98,102.22,998.18,199.97,62.68,120.7,28.75,49.08,36.95,39.7,2.45,100.92,1005.31,197.99,59.95,121.07,29.33,48.27,41.29,45.17,-2.71,99.23,996.7,199.49,62.43,120.6,27.18,47.26,36.26,46.68,2.46,99.18,998.02,197.29,60.07,122.59,29.25,51.14,39.73,46.61,-2.69,97.69,1001.56,200.22,61.41,120.13,32.02,49.51,40.93,48.45,-0.94,100.29,999.58,200.4,59.75,120.0,0
31.84,47.89,42.5,44.53,-0.97,96.92,996.89,198.61,65.71,118.53,31.87,48.47,42.23,42.32,-1.32,96.65,1000.4,195.84,57.82,120.22,28.47,50.26,42.91,43.49,3.67,99.03,1002.28,200.35,58.53,121.96,26.63,48.59,38.12,43.27,2.31,98.05,1000.05,197.46,60.8,125.26,29.62,51.63,42.9,42.19,0.56,100.21,998.01,198.2,58.8,119.11,27.96,50.74,40.41,45.33,-2.05,105.54,1003.75,199.21,62.27,120.79,29.31,50.52,42.43,42.98,0.01,100.79,1003.01,202.85,60.06,122.78,31.1,53.83,37.69,45.03,1.99,95.35,999.16,202.41,59.55,117.52,27.51,52.26,37.61,45.04,3.5,99.76,997.02,198.19,57.65,116.59,26.67,49.12,36.42,43.54,0.63,101.98,1001.75,201.23,57.98,120.51,0
29.36,49.58,43.04,45.7,1.59,100.78,1001.22,203.15,62.09,119.33,28.12,49.02,36.27,42.08,-3.04,99.42,996.35,199.98,60.11,122.78,32.39,49.74,38.26,42.61,-1.76,105.54,1001.95,200.33,56.76,118.07,28.14,49.16,40.04,44.93,-1.47,100.05,999.84,203.63,60.22,116.21,34.2,51.28,39.21,43.05,0.81,100.9,1001.84,200.19,60.91,120.84,29.47,49.95,37.03,44.38,3.85,100.78,999.32,197.88,62.26,118.25,30.19,52.43,41.94,45.86,-1.43,101.71,1001.28,204.21,56.45,117.25,29.12,49.83,37.81,46.03,1.43,99.62,999.88,198.96,62.66,117.84,29.92,49.57,42.64,44.27,1.47,98.68,999.13,202.54,59.78,122.33,31.15,51.53,41.66,45.75,0.41,103.8,996.46,198.52,60.94,122.87,0
32.65,49.6,41.24,46.38,-2.37,97.87,1001.03,199.3,60.14,121.33,32.64,50.54,39.71,45.47,2.35,100.91,999.82,202.04,61.82,118.9,29.89,52.21,41.65,44.24,-1.2,99.5,1002.25,201.79,58.83,120.1,28.86,51.13,38.13,42.63,3.4,102.68,1001.27,200.59,61.13,119.28,35.34,52.63,42.48,44.46,0.38,98.1,997.48,201.25,57.59,122.4,34.49,50.82,40.1,47.42,1.19,100.25,1001.47,203.1,61.13,121.06,29.73,53.47,39.05,44.86,-2.37,97.33,999.11,200.55,58.0,118.13,29.26,50.64,40.99,44.41,4.43,103.12,994.64,200.68,62.51,122.81,31.0,55.49,42.22,45.72,0.79,100.34,1001.0,199.7,58.18,119.24,31.74,50.45,41.36,46.41,-0.27,99.01,1000.82,201.62,60.18,121.36,0
33.99,49.51,42.32,48.57,-1.98,102.96,998.66,197.9,59.28,118.67,27.85,51.41,39.66,47.6,2.09,95.93,998.65,198.63,60.99,119.82,30.88,53.68,39.07,45.73,-0.24,101.53,999.19,201.52,58.26,117.71,27.6,50.94,39.61,42.98,0.29,99.84,999.05,202.55,65.33,118.05,30.27,51.51,37.93,41.71,1.34,101.61,1000.65,200.09,59.8,118.72,30.32,50.59,38.88,43.06,0.54,102.53,999.51,197.14,57.77,118.74,28.49,46.99,42.82,44.7,-0.54,100.98,998.36,198.67,63.57,123.88,28.53,46.73,42.97,46.3,-0.62,95.85,1001.57,201.07,60.76,117.43,27.23,52.19,36.35,45.18,1.59,101.01,999.7,199.19,62.39,117.31,28.0,51.47,37.87,40.53,1.15,101.71,1000.7,199.83,57.72,119.58,0
29.46,53.13,42.26,43.46,-1.25,100.85,995.54,198.52,64.97,124.5,27.17,51.49,38.85,47.29,-1.2,96.9,996.68,198.64,56.02,120.74,29.36,46.17,39.02,45.95,2.23,98.09,998.19,200.67,62.95,116.13,30.6,52.73,40.71,44.31,3.58,99.17,998.99,201.32,59.42,116.54,29.79,47.39,40.8,46.23,-1.42,100.9,999.13,198.5,60.51,119.87,28.35,47.16,38.33,45.29,3.5,100.47,999.02,198.53,60.94,122.24,32.71,51.14,39.56,45.72,4.35,99.04,1000.09,202.05,60.74,115.85,27.78,52.38,39.95,42.38,1.06,101.25,998.23,202.84,62.7,117.5,32.98,49.05,39.17,46.76,1.42,96.94,1000.83,197.65,58.86,121.15,29.08,49.58,39.83,46.75,1.93,97.26,997.28,199.49,59.98,119.06,0
30.11,55.24,41.91,44.41,-0.81,103.2,1000.02,197.79,57.91,119.97,29.89,49.71,37.23,44.84,-0.14,99.27,999.55,199.73,62.86,116.79,28.13,50.28,39.96,42.47,-0.35,100.55,998.43,202.27,63.49,120.12,28.89,49.86,39.3,41.79,0.18,99.95,1002.19,203.61,61.84,120.3,32.58,46.06,40.91,43.91,0.14,101.64,999.44,198.44,59.29,118.5,27.57,49.55,39.73,43.69,2.55,100.71,1003.1,198.67,58.32,119.12,31.41,53.22,38.23,45.14,1.69,96.92,996.71,202.85,58.64,119.58,31.22,52.46,39.44,45.49,-4.64,102.4,1004.25,201.14,60.76,120.81,27.45,47.8,42.77,42.7,4.84,103.31,998.68,200.68,57.93,119.42,29.56,49.0,44.25,46.46,3.99,98.13,997.59,201.12,59.2,121.69,0
32.13,53.03,42.19,43.98,0.74,98.28,1002.93,198.07,59.78,121.61,29.83,53.97,40.42,45.83,1.35,102.38,1000.45,200.64,59.7,125.0,31.17,49.16,39.11,45.24,2.09,96.81,999.91,196.95,59.94,119.72,30.19,50.21,40.9,44.91,-1.1,100.42,998.9,197.89,61.39,121.3,27.02,47.88,38.37,44.81,0.79,101.47,996.76,196.91,59.79,119.8,27.25,48.59,37.9,41.7,-2.86,100.46,1000.24,198.7,56.37,119.3,29.96,52.18,36.81,45.62,-0.35,95.58,998.62,200.42,59.22,122.15,30.41,49.02,40.71,46.79,1.36,97.88,1000.14,199.14,58.3,121.29,28.34,52.66,38.15,44.1,1.96,102.4,1000.23,197.16,59.53,123.63,26.66,52.6,40.67,43.66,1.73,99.42,1003.45,200.21,59.45,122.32,0
28.63,50.2,40.61,42.41,0.4,102.59,997.42,197.01,60.02,118.91,26.98,46.72,39.53,39.89,3.08,98.21,1000.39,199.28,59.91,123.15,28.15,53.01,38.28,45.08,2.14,99.97,1000.53,199.45,62.1,118.56,29.63,54.07,38.73,41.04,0.63,99.56,998.15,198.69,60.32,120.54,32.0,50.29,37.05,43.34,-0.44,98.51,998.88,199.7,58.95,117.13,26.8,51.51,39.9,50.44,1.91,102.38,996.38,199.94,59.23,122.06,28.59,51.01,40.42,48.54,1.65,102.75,1003.25,198.58,64.1,117.98,31.5,49.11,40.24,43.08,-1.68,103.85,1001.69,203.35,60.78,122.06,32.73,46.34,42.0,44.74,1.95,102.5,998.59,200.23,59.76,115.79,28.68,50.04,43.02,44.17,1.49,100.79,1003.76,199.95,59.97,120.98,0
29.88,49.1,41.77,48.77,-2.2,99.47,997.85,199.75,62.81,120.53,27.25,50.9,39.25,43.24,1.8,102.41,1004.9,197.8,63.35,119.92,28.38,50.99,38.63,44.57,-0.56,100.48,998.68,196.58,62.71,120.39,28.09,50.85,41.97,44.4,0.39,98.22,1000.29,199.57,62.16,118.89,29.33,48.96,39.03,43.34,3.34,97.3,1003.2,197.23,60.08,116.64,29.38,51.16,43.44,46.42,1.56,105.39,1001.28,197.32,61.06,121.27,32.91,48.31,41.65,43.29,-1.34,100.45,997.53,198.71,60.14,118.09,25.28,49.83,38.18,46.88,-1.11,99.06,1000.68,201.38,60.71,119.51,35.2,51.88,41.48,43.39,2.67,97.47,996.67,195.97,60.86,118.78,29.89,47.38,43.22,46.76,3.9,99.61,1001.78,200.73,61.27,123.04,0
28.3,51.2,39.2,42.22,0.24,100.59,1002.61,200.96,59.95,117.91,30.91,52.0,40.13,42.6,-2.16,101.43,998.03,197.16,61.89,123.33,25.45,50.09,39.18,43.99,-3.02,99.3,1002.37,198.55,60.59,118.78,31.56,46.08,37.88,44.97,0.8,100.75,1002.93,198.99,56.63,116.88,34.42,50.91,42.58,44.3,-0.57,99.45,1001.32,199.84,55.98,121.26,29.13,46.26,43.34,43.91,1.67,99.17,997.07,198.66,56.66,119.56,30.41,50.63,42.22,44.89,3.44,98.78,1000.86,198.62,59.86,118.5,29.89,47.55,41.07,43.15,0.07,97.4,1001.18,199.23,60.21,120.79,32.8,53.21,42.44,43.58,-0.57,100.46,1001.42,198.91,58.09,119.5,30.12,50.03,41.61,41.05,3.83,100.83,1000.49,200.24,59.78,120.73,0
30.9,52.51,39.62,44.65,-0.05,98.49,996.26,199.86,59.02,122.34,29.99,46.4,39.26,45.61,0.51,101.92,997.98,198.46,55.97,120.01,28.61,54.48,38.81,39.09,-1.25,96.89,998.38,204.45,57.19,119.03,28.25,47.9,39.88,44.53,5.62,101.34,1003.98,201.94,58.52,117.62,31.9,51.2,39.38,46.58,2.98,102.28,999.58,201.56,63.86,121.8,27.2,54.29,37.96,43.44,-1.11,103.24,996.55,200.02,59.22,120.27,29.41,52.25,42.79,43.75,-1.17,102.88,1001.2,199.8,63.08,118.7,33.6,48.93,41.27,46.27,-0.03,98.31,1000.43,198.88,64.61,120.29,32.04,51.14,40.41,45.85,-1.22,100.16,999.9,200.84,59.36,121.03,32.72,51.6,41.74,46.02,-0.61,97.36,1001.28,199.69,59.56,118.91,0
29.27,49.68,40.34,45.21,1.93,97.15,999.9,198.54,62.92,117.81,33.43,50.9,40.37,44.59,0.83,97.85,1001.89,202.8,58.08,116.63,29.63,48.5,39.54,46.7,-1.61,100.58,1000.47,196.41,56.66,119.49,32.5,49.69,39.63,43.41,-0.03,101.14,1000.91,196.12,55.89,122.14,29.86,50.29,36.79,44.56,-1.23,98.03,999.42,201.02,60.87,119.73,29.27,50.11,42.43,46.51,0.01,99.97,1002.13,199.8,56.61,120.38,28.3,49.3,40.72,41.7,0.32,100.47,999.96,205.73,59.36,121.36,30.26,50.78,42.05,42.95,-2.27,97.45,1000.48,198.81,59.0,117.19,28.4,48.67,41.0,42.65,1.73,100.96,1002.2,198.01,59.48,117.93,31.37,49.24,40.36,48.38,-2.56,101.9,999.24,204.51,63.65,118.93,0
33.87,49.49,41.76,44.68,0.34,99.02,1000.85,197.14,59.02,122.17,28.62,52.46,41.83,45.15,-0.72,99.5,1001.01,200.66,55.83,121.2,30.53,52.53,42.13,43.86,2.05,97.0,1000.48,201.11,59.54,116.97,28.68,51.78,38.66,47.4,-2.29,98.46,1000.35,203.25,58.7,122.11,30.93,51.04,40.22,40.76,-0.98,102.94,1000.8,202.25,62.88,120.14,25.68,52.41,38.86,44.55,2.56,101.42,1001.35,197.4,60.55,117.48,33.53,47.46,43.44,42.42,1.44,101.05,997.8,201.69,58.86,121.28,26.21,50.83,39.41,44.12,-2.34,100.89,1000.15,202.14,61.35,120.09,30.19,48.09,39.06,47.66,0.23,101.91,1001.06,201.8,61.59,118.32,29.99,50.34,40.59,42.31,-4.15,99.66,1001.43,201.41,60.29,123.7,0
30.32,53.52,43.69,45.06,-0.58,99.15,997.22,198.97,59.27,120.92,28.02,48.84,37.0,42.45,-1.95,99.76,1001.11,198.56,60.0,118.51,28.2,48.46,34.12,44.73,4.34,100.7,997.53,198.1,58.38,120.77,28.65,48.22,41.06,47.27,0.08,98.68,998.8,203.48,57.82,122.28,31.83,46.53,39.61,46.46,1.39,99.36,997.02,198.65,62.78,117.6,30.39,51.15,44.4,42.78,0.77,99.99,994.0,199.32,59.04,117.58,30.14,51.48,37.93,39.98,-0.45,100.47,1000.28,199.16,56.16,117.12,30.51,50.0,38.27,43.65,-2.25,97.02,1000.91,200.5,59.81,121.25,28.17,54.61,40.01,43.13,1.13,102.52,1000.66,202.49,57.34,119.94,31.53,51.54,43.48,43.66,-3.73,98.84,997.72,202.99,58.62,118.04,0
30.53,49.05,40.17,46.37,2.04,100.51,999.53,203.09,58.87,119.48,29.28,52.34,42.57,45.96,-2.33,100.4,999.42,196.68,58.85,122.22,30.19,50.35,40.28,39.13,2.43,98.41,998.48,198.82,58.39,119.34,30.01,52.67,41.34,45.96,1.76,99.76,998.89,201.63,60.38,117.54,28.27,49.23,40.37,47.85,-4.75,98.0,998.58,199.23,59.5,117.57,29.02,56.07,36.44,43.78,1.96,99.72,1000.81,202.74,58.24,118.99,30.41,51.58,38.64,47.89,-1.24,101.8,998.91,197.92,60.15,117.77,29.71,47.08,37.62,43.07,6.32,99.52,1001.06,203.33,61.84,118.7,27.72,49.89,38.27,44.09,1.73,100.36,1002.69,202.37,60.46,120.79,30.42,47.17,38.35,47.25,3.1,100.14,998.32,200.35,58.85,114.91,0
29.6,50.76,39.55,44.46,-0.24,100.13,999.45,200.19,63.52,119.74,29.02,48.86,37.89,45.01,0.33,101.85,1000.71,196.83,62.55,119.44,26.58,51.24,40.58,44.51,-2.45,100.36,1000.78,200.47,58.43,119.29,30.52,49.4,41.68,44.23,1.29,100.05,1000.6,200.83,62.55,120.38,29.89,51.54,37.97,44.94,-0.33,99.84,999.93,193.36,57.03,119.27,31.13,50.01,38.18,44.32,0.6,101.89,1000.75,198.88,60.56,118.65,27.51,51.79,39.03,46.32,0.28,103.61,1002.28,199.72,59.89,120.78,29.76,46.58,39.25,46.35,-0.55,101.78,996.62,200.36,58.26,117.45,28.93,53.51,37.31,44.35,-2.13,97.39,998.63,200.82,63.83,122.35,32.42,56.25,40.78,47.18,0.02,102.52,1000.18,200.62,60.18,119.57,0
26.08,53.67,40.07,44.62,-2.7,98.88,997.62,198.17,59.27,118.58,30.76,52.12,40.72,44.21,0.36,98.12,999.5,199.05,59.84,117.43,31.51,51.37,42.33,45.15,-3.51,98.21,1003.47,201.03,58.81,120.81,31.23,53.49,41.38,47.44,2.4,100.6,1001.35,201.08,56.06,119.4,28.49,52.78,41.92,44.08,0.84,99.25,1000.91,201.59,57.83,123.2,29.41,49.91,42.54,42.47,-0.41,99.09,1000.81,197.57,61.73,118.11,29.5,55.41,41.67,42.8,-2.6,100.77,998.98,198.63,57.5,123.75,27.07,48.57,40.56,46.28,2.1,99.19,1000.16,201.35,57.81,118.47,28.47,55.05,38.22,44.32,-0.22,98.38,999.9,200.13,61.82,118.89,30.63,51.28,40.11,43.62,1.37,99.21,1002.29,199.02,62.05,121.09,0
25.46,50.79,36.26,46.97,-4.74,100.25,1003.18,203.4,61.81,119.16,30.25,51.63,40.23,45.82,1.27,97.75,998.78,203.05,61.24,123.56,28.65,52.42,39.98,45.02,-0.03,100.1,1000.03,198.05,60.96,121.86,27.2,50.35,38.95,48.58,-1.09,98.62,1001.56,201.26,60.65,120.43,30.75,47.86,38.45,44.31,-2.88,94.68,1002.16,200.73,60.11,122.44,31.05,53.43,45.14,45.1,2.23,100.93,1001.47,201.81,56.69,120.98,28.25,47.9,38.72,44.98,1.49,98.67,1000.4,203.09,53.94,120.6,27.68,49.16,38.7,44.04,1.27,99.05,1000.18,200.9,59.67,119.42,33.1,53.02,41.69,47.68,2.37,101.12,1001.36,198.38,55.47,119.07,33.4,47.38,37.69,44.22,-1.84,101.14,998.81,200.44,59.71,121.48,0
29.9,47.56,36.04,44.7,-0.45,101.11,999.8,201.33,64.51,119.43,30.19,49.23,39.72,46.18,0.14,98.36,1001.01,197.9,57.35,119.02,27.01,47.77,38.37,44.03,-2.42,101.8,999.08,202.76,58.53,120.45,30.67,47.44,38.05,46.26,-0.1,100.8,1005.09,200.23,59.47,119.13,30.64,48.66,38.92,42.08,-3.52,98.79,1001.57,201.42,56.37,118.71,31.83,51.82,37.07,47.8,-1.1,100.38,999.9,198.86,58.78,117.58,30.58,48.13,43.01,45.4,-0.66,99.65,1000.02,198.3,62.91,119.52,30.06,53.84,40.14,43.83,2.7,101.04,1002.45,202.64,61.64,121.93,28.81,47.41,42.5,47.41,-3.11,97.56,999.59,199.61,61.31,120.66,34.08,50.68,39.7,44.79,-0.1,102.17,1000.29,197.56,58.37,117.85,0
29.94,51.71,41.08,43.54,-0.09,101.18,998.11,203.86,58.35,119.87,28.09,46.21,41.43,46.26,0.45,100.4,1001.17,203.58,59.1,118.83,27.28,51.19,41.88,44.39,-2.61,101.81,995.96,201.01,57.46,119.12,31.24,48.55,40.44,41.32,1.81,97.24,1003.9,195.65,57.06,120.02,29.42,52.81,38.41,44.55,-1.13,101.13,1000.9,200.29,61.1,119.63,29.29,47.24,39.3,42.54,-0.52,101.58,1001.25,198.76,60.89,118.88,30.47,48.34,39.87,44.12,-0.49,101.78,999.46,200.81,59.73,120.25,30.5,50.74,40.66,43.96,0.57,97.19,998.69,198.03,62.59,118.87,28.52,50.01,40.96,43.66,-2.87,99.59,1005.39,203.6,57.03,120.82,29.61,50.86,41.04,45.87,2.77,98.42,999.11,194.51,62.88,121.82,0
29.9,51.39,41.11,47.26,0.52,99.85,1001.26,200.78,62.29,120.45,29.91,51.76,41.84,43.44,-0.03,100.49,1001.01,198.57,62.2,124.94,30.06,49.95,38.32,46.82,-1.39,100.52,1001.04,196.53,62.66,119.99,29.85,49.21,40.17,44.01,-2.51,100.19,1001.86,200.05,60.98,121.29,32.22,52.4,36.27,43.4,1.2,104.67,998.7,204.45,63.06,122.06,31.61,49.76,41.96,45.55,-0.99,100.25,1001.02,196.64,60.82,119.72,33.38,53.59,38.99,45.49,0.68,99.18,998.38,203.66,60.52,120.0,30.82,50.28,39.38,42.66,-4.06,100.51,1000.96,200.06,58.69,119.29,30.41,49.03,40.19,46.51,1.25,101.95,1001.52,201.99,58.2,118.12,33.38,50.52,38.54,45.69,0.51,100.09,1000.92,198.86,58.5,117.94,0
